"Species","Date","Sex","Wing","Culmen","Mass","lat","lon","dist_mau_loa","dist_kil","dist_hil","dist_wai","dist_kon","dist_hua","dist_mau_kea","dist_poh","dist_arm_res","shr_bin","mau_loa_bins","kil_bins","hua_bins","mau_kea_bins","Year"
"HAAM","3/8/2016","M",64,15.6,12.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"HAAM","3/1/2016","M",64,15.2,12.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"HAAM","1/25/2013","M",65,15.2,12.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","5/16/2016","F",61,14,12.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"HAAM","5/7/2015","F",65,13.4,12.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/7/2014","F",65,13.4,12.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"APAP","2/9/2013","M",70,16.4,15.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HCRE","5/22/2015","F",66,13.9,16.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HCRE","2/13/2013","F",65,13.7,16.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","2/13/2013","F",64,13.9,14.9,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","2/15/2013","F",62,12.4,14.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","2/15/2013","M",64,14.1,14.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"APAP","2/15/2013","M",80,17.6,13.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"APAP","2/15/2013","F",70,16.8,14.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","9/27/2013","M",69,12.6,13.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"APAP","3/4/2014","M",73,16.2,15.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"HAAM","2/28/2013","F",63,12.4,13.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","3/1/2015","M",61,15,13.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"APAP","2/26/2016","M",72,17.5,14.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"APAP","3/1/2015","M",76,18.3,16.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/1/2016","M",67,15.7,14.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"HAAM","3/13/2015","M",66,15.6,14.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","5/7/2015","M",60,13.3,10.9,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/16/2015","M",61,13.9,10.9,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/13/2015","F",60,13.5,10.9,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/13/2015","F",60,13.5,10.9,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"APAP","3/13/2015","M",79,16.5,16.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","4/13/2015","M",63,14.3,13.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/25/2015","M",63,15,13.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/13/2015","M",62,14.5,13.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HCRE","3/16/2015","M",68,12.5,14.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HCRE","3/19/2016","M",67,13.8,14.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"HCRE","5/7/2015","F",63,13.2,14.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"APAP","3/16/2015","F",71,16.5,15.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","3/16/2015","F",63,12.9,14.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","2/7/2012","M",68,10.6,10.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HCRE","5/22/2015","M",68,14.5,14.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HCRE","2/7/2012","M",66,13.2,14.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HCRE","2/8/2012","F",64,11.9,15.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","3/16/2015","M",68,15.5,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAAM","5/19/2014","M",66,14.3,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"HAAM","4/20/2014","M",66,15,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"HAAM","9/27/2013","M",65,15.1,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","2/28/2013","M",67,15.2,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","4/25/2012","M",68,14.7,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","2/8/2012","M",68,14.7,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","5/11/2014","M",67,15.9,14.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"HAAM","4/5/2014","M",67,15.3,14.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"HAAM","2/9/2012","M",68,15,14.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"APAP","2/9/2012","M",77,17.4,14.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","2/13/2013","M",68,15,13.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","2/9/2012","M",66,14.5,13.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HCRE","4/29/2014","M",65,14,14.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"HCRE","2/9/2013","M",66,13.7,14.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HCRE","3/4/2012","M",65,13.5,14.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"IIWI","3/28/2013","F",70,24.2,18,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/4/2012","F",75,24.2,18,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","3/3/2013","M",67,15.2,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","3/14/2012","M",67,15.4,14,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HCRE","3/14/2012","M",68,13.1,14.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"APAP","3/14/2012","M",71,16,16.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"APAP","4/16/2013","M",75,17.1,17.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","5/2/2013","M",64,14.5,13.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","3/17/2012","M",64,14.9,13.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","4/3/2012","F",61,11.7,13.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","2/28/2013","F",64,13.6,13.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","2/28/2013","F",64,13.6,13.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","4/3/2012","F",62,14,13.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HCRE","3/25/2015","F",65,14.2,14.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"HAEL","7/5/2013","F",71,10.2,15.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"APAP","4/13/2012","F",69,15.5,11.9,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"APAP","4/13/2012","F",70,15.8,16.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"IIWI","4/29/2014","F",74,26,15.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"IIWI","6/15/2012","F",73,24.6,16.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"IIWI","2/26/2015","M",83,27.9,19.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"IIWI","3/14/2014","M",81,28,19.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"IIWI","3/7/2014","M",84,26.9,19.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"IIWI","3/19/2013","M",83,27,19.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/3/2013","M",79,28.4,20.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/8/2016","M",81,28.1,20,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"IIWI","3/3/2013","M",79,27.2,20,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/3/2013","M",74,27.6,21.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/8/2016","F",75,24.3,18.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"IIWI","1/20/2016","F",75,25.1,18.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",16
"IIWI","3/16/2015","F",75,24.2,18.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"IIWI","5/7/2015","F",74,24.4,16.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",15
"IIWI","3/4/2013","F",75,24.5,16.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","5/19/2014","M",80,27.8,16.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"IIWI","4/5/2014","M",80,27.4,16.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"IIWI","3/7/2014","M",80,27.7,16.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",14
"IIWI","3/4/2013","M",81,28.1,16.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/19/2013","M",73,28,18.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/19/2013","M",75,27.2,17.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/19/2013","M",83,26.2,19.3,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/28/2013","M",83,28,22,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/28/2013","M",82,27.4,18.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/28/2013","M",74,28.1,21.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","3/28/2013","F",72,24,18.2,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","4/2/2013","M",80,28.1,18.8,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","4/3/2013","M",84,28.6,21.7,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","4/25/2012","F",72,23.2,17.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"IIWI","2/6/2012","F",70,24.1,17.6,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"IIWI","11/15/2013","F",77,25.4,15,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"IIWI","2/6/2012","F",74,25,15,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"IIWI","2/6/2012","F",75,24.4,17.5,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"IIWI","2/6/2012","F",71,25.4,18.1,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",12
"HAAM","9/27/2013","M",67,13.9,15.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
"HAAM","2/28/2013","M",62,14.5,15.4,19.7872191895988,-155.3243210871,43.5845537547903,38.7541256783769,27.3394096135149,44.8907456099011,75.8690738402321,60.6742785238128,15.0092323781325,23.2413773712351,28.12852040838,"near","middle","middle","middle","near",13
